INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
UIS.NARA.AGM1.URB.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile (%)",F,URB,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",HND,Honduras,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.23356628417967,,,,,,,,96.03756713867188,,,,
UIS.NARA.AGM1.URB.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile (%)",F,URB,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",TON,Tonga,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
UIS.NARA.AGM1.URB.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, adjusted gender parity index (GPIA)",_T,URB,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1.GPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",MDA,Moldova,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.026170015335083,,,,,,,0.0,,,,,,,,,,,
UIS.NARA.AGM1.URB.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile (%)",M,URB,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",AGO,Angola,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.68099212646484,,,,,,,,
UIS.NARA.AGM1.URB.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile (%)",M,URB,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",COD,"Congo, Dem Rep","Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.95898056030273,,,33.46419906616211,,,66.97223663330078,,,,,62.06267929077148,,,,,
UIS.NARA.AGM1.URB.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile (%)",M,URB,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",WSM,Samoa,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
UIS.NARA.AGM1.URB.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile (%)",F,URB,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",PAK,Pakistan,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.60286712646484,,,,,82.5740737915039,,,,,,90.33414,,,,,
UIS.NARA.AGM1.URB.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)",_T,URB,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1.GPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",BIH,Bosnia and Herzegovina,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
UIS.NARA.AGM1.URB.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)",_T,URB,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1.GPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",GHA,Ghana,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03846001625061,,,,,1.052160024642944,,,,0.9866600036621094,,,,,
UIS.NARA.AGM1.URB.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile (%)",M,URB,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",GAB,Gabon,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.76067352294922,,,,,,,,,,,
UIS.NART.1,"Total net attendance rate, primary, (%)",_T,_T,_T,_Z,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",BLR,Belarus,"Total net attendance rate, primary, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6956024169922,,,,,,,99.91634368896484,,,,
UIS.NART.1.F.LPIA,"Total net attendance rate, primary, adjusted location parity index (LPIA)",_T,_T,_T,_Z,UIS.NART.1.F.LPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",PAK,Pakistan,"Total net attendance rate, primary education, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7457900047302246,,,,,0.7521200180053711,,,,,,0.7601400017738342,,,,,
UIS.NART.1.F.LPIA,"Total net attendance rate, primary, adjusted location parity index (LPIA)",_T,_T,_T,_Z,UIS.NART.1.F.LPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",SWZ,Eswatini,"Total net attendance rate, primary education, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000679969787598,,,,0.995289981365204,,,,0.99099999666214,,,,,,,,,
UIS.NART.1.F.WPIA,"Total net attendance rate, primary, adjusted wealth parity index (WPIA)",_T,_T,_T,_Z,UIS.NART.1.F.WPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted wealth parity index (WPIA)",MDG,Madagascar,"Total net attendance rate, primary education, female, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6352400183677673,,,,,,,,,0.6178200244903564,,,0.5602200031280518,,
UIS.NART.1.GPIA,"Total net attendance rate, primary, adjusted gender parity index (GPIA)",_T,_T,_T,_Z,UIS.NART.1.GPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted gender parity index (GPIA)",SUR,Suriname,"Total net attendance rate, primary education, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.008059978485107,,,,,,,,1.01078999042511,,,,,
UIS.NART.1.M,"Total net attendance rate, primary (%)",M,_T,_T,_Z,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",GEO,Georgia,"Total net attendance rate, primary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.50486755371094,,,,,
UIS.NART.1.M,"Total net attendance rate, primary (%)",M,_T,_T,_Z,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",RWA,Rwanda,"Total net attendance rate, primary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.57539367675781,,,,,93.57904052734376,,,,,93.31410980224608,,,,,93.71829223632812,,,
UIS.NART.1.M.WPIA,"Total net attendance rate, primary, adjusted wealth parity index (WPIA)",_T,_T,_T,_Z,UIS.NART.1.M.WPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted wealth parity index (WPIA)",IDN,Indonesia,"Total net attendance rate, primary education, male, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9014800190925598,,,,,0.9287400245666504,,,,,,,,,0.98593,,,,,,
UIS.NART.1.Q1,"Total net attendance rate, primary (%)",_T,_T,_T,WB_EDSTATS_Q1,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",BEN,Benin,"Total net attendance rate, primary, poorest quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.52444076538086,,,,,56.79716873168945,,,51.06513977050781,,,41.75569915771484,40.6765,,,53.27827835083008,,
UIS.NART.1.Q1.GPIA,"Total net attendance rate, primary adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q1,UIS.NART.1.GPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted gender parity index (GPIA)",MAR,Morocco,"Total net attendance rate, primary education, poorest quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8178799748420715,,,,,,,,,,,,,,,,,,,
UIS.NART.1.Q1.M,"Total net attendance rate, primary, poorest quintile (%)",M,_T,_T,WB_EDSTATS_Q1,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",IDN,Indonesia,"Total net attendance rate, primary, poorest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.78671264648438,,,,,91.11283111572266,,,,,,,,,98.35199,,,,,,
UIS.NART.1.Q1.M.LPIA,"Total net attendance rate, primary adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q1,UIS.NART.1.M.LPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",STP,Sao Tome and Principe,"Total net attendance rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05800998210907,,,,,0.960449993610382,,,,,0.9880899786949158,,,,
UIS.NART.1.Q2,"Total net attendance rate, primary, second quintile, (%)",_T,_T,_T,WB_EDSTATS_Q2,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",GUY,Guyana,"Total net attendance rate, primary, second quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1922607421875,,,96.18792724609376,,,,,99.2873764038086,,,,,,98.8497314453125,,,
UIS.NART.1.Q2.F.LPIA,"Total net attendance rate, primary, second quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q2,UIS.NART.1.F.LPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",BGD,Bangladesh,"Total net attendance rate, primary education, second quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05706000328064,,,,,0.9742799997329712,,,0.992579996585846,,,,,1.016119956970215,,,,
UIS.NART.1.Q2.LPIA,"Total net attendance rate, primary, second quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q2,UIS.NART.1.LPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",JAM,Jamaica,"Total net attendance rate, primary education, second quintile, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002320051193237,,,,,,,,,,,,
UIS.NART.1.Q2.M,"Total net attendance rate, primary, second quintile (%)",M,_T,_T,WB_EDSTATS_Q2,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",GAB,Gabon,"Total net attendance rate, primary, second quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2473602294922,,,,,,,,,,,
UIS.NART.1.Q2.M.LPIA,"Total net attendance rate, primary, second quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q2,UIS.NART.1.M.LPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",ALB,Albania,"Total net attendance rate, primary education, second quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.037539958953857,,,,,,,,0.9503300189971924,,,,,,
UIS.NART.1.Q3,"Total net attendance rate, primary, middle quintile, (%)",_T,_T,_T,WB_EDSTATS_Q3,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",HTI,Haiti,"Total net attendance rate, primary, middle quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.23648071289062,,,,,,,95.6366729736328,,,,,96.04705047607422,,,,,,
UIS.NART.1.Q3,"Total net attendance rate, primary, middle quintile, (%)",_T,_T,_T,WB_EDSTATS_Q3,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",MWI,Malawi,"Total net attendance rate, primary, middle quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.00141143798828,,,,,,91.94876861572266,,,,,,95.18714141845705,,,,95.18424987792967,,,
UIS.NART.1.Q3.F.LPIA,"Total net attendance rate, primary, middle quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q3,UIS.NART.1.F.LPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",CIV,Cote d'Ivoire,"Total net attendance rate, primary education, middle quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.263659954071045,,,,,,0.9918699860572816,,,,1.06210994720459,,,0.971430003643036,,,1.090000033378601,
UIS.NART.1.Q3.GPIA,"Total net attendance rate, primary, middle quintile, adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q3,UIS.NART.1.GPIA,NUMBER,NUMBER,"Total net attendance rate, primary, adjusted gender parity index (GPIA)",TZA,Tanzania,"Total net attendance rate, primary education, middle quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00789999961853,,,,,,1.054360032081604,,,,,1.035789966583252,,,,,,,,
UIS.NART.1.Q3.LPIA,"Total net attendance rate, primary, middle quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q3,UIS.NART.1.LPIA,SHARE,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",SLE,Sierra Leone,"Total net attendance rate, primary education, middle quintile, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8044400215148926,,,,,1.03505003452301,,,,0.9395999908447266,,0.958459973335266,,,,
UIS.NART.1.Q3.M.LPIA,"Total net attendance rate, primary, middle quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q3,UIS.NART.1.M.LPIA,SHARE,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",TUV,Tuvalu,"Total net attendance rate, primary education, middle quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.138460040092468,,,
UIS.NART.1.Q4,"Total net attendance rate, primary, fourth quintile, (%)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",JAM,Jamaica,"Total net attendance rate, primary, fourth quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,
UIS.NART.1.Q4,"Total net attendance rate, primary, fourth quintile, (%)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",THA,Thailand,"Total net attendance rate, primary, fourth quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58220672607422,,,99.69271850585938,,,98.41253662109376,,,,94.26141357421876
UIS.NART.1.Q4,"Total net attendance rate, primary, fourth quintile, (%)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",WSM,Samoa,"Total net attendance rate, primary, fourth quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.60234832763672,,,,
UIS.NART.1.Q4.F,"Total net attendance rate, primary, fourth quintile (%)",F,_T,_T,WB_EDSTATS_Q4,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",TJK,Tajikistan,"Total net attendance rate, primary, fourth quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.39083862304688,,,,,,97.68359375,,,,,98.57749176025392,,,,,,
UIS.NART.1.Q4.F,"Total net attendance rate, primary, fourth quintile (%)",F,_T,_T,WB_EDSTATS_Q4,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",URY,Uruguay,"Total net attendance rate, primary, fourth quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.98259735107422,,,,,,,,,,
UIS.NART.1.Q4.GPIA,"Total net attendance rate, primary, fourth quintile, adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NART.1.GPIA,SHARE,NUMBER,"Total net attendance rate, primary, adjusted gender parity index (GPIA)",PNG,Papua New Guinea,"Total net attendance rate, primary education, fourth quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.004930019378662,,,,,
UIS.NART.1.Q4.M,"Total net attendance rate, primary, fourth quintile (%)",M,_T,_T,WB_EDSTATS_Q4,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",NPL,Nepal,"Total net attendance rate, primary, fourth quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.61154174804688,,,,97.46885681152344,,,96.11485290527344,,96.27353668212892,,,96.56199645996094,,,97.66190338134766,
UIS.NART.1.Q4.M.LPIA,"Total net attendance rate, primary, fourth quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NART.1.M.LPIA,SHARE,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",TKM,Turkmenistan,"Total net attendance rate, primary education, fourth quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.005689978599548,,,,
UIS.NART.1.Q5,"Total net attendance rate, primary, richest quintile, (%)",_T,_T,_T,WB_EDSTATS_Q5,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",TUV,Tuvalu,"Total net attendance rate, primary, richest quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.14568328857422,,,
UIS.NART.1.Q5.F,"Total net attendance rate, primary, richest quintile (%)",F,_T,_T,WB_EDSTATS_Q5,UIS.NART.1,SHARE,NUMBER,"Total net attendance rate, primary, (%)",SUR,Suriname,"Total net attendance rate, primary, richest quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.73179626464844,,,,,,,,98.46720123291016,,,,,
UIS.NART.1.Q5.F.LPIA,"Total net attendance rate, primary, richest quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.NART.1.F.LPIA,SHARE,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",JAM,Jamaica,"Total net attendance rate, primary education, richest quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
UIS.NART.1.Q5.GPIA,"Total net attendance rate, primary, richest quintile, adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.NART.1.GPIA,SHARE,NUMBER,"Total net attendance rate, primary, adjusted gender parity index (GPIA)",UZB,Uzbekistan,"Total net attendance rate, primary education, richest quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.9943100214004515,,
UIS.NART.1.Q5.LPIA,"Total net attendance rate, primary, richest quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.NART.1.LPIA,SHARE,NUMBER,"Total net attendance rate, primary, adjusted location parity index (LPIA)",SWZ,Eswatini,"Total net attendance rate, primary education, richest quintile, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.001009941101074,,,,0.9983999729156494,,,,1.0,,,,,,,,,
